crop,maturity_days,mean_temp_gs_C,temp_flowering_C,seasonal_rain_mm,rain_flowering_mm,humidity_mean_pct,soil_pH,clay_pct,soil_N_status_kg_ha,soil_P_status_kg_ha,soil_K_status_kg_ha,fert_N_kg_ha,fert_P_kg_ha,fert_K_kg_ha,irrigation_events,ndvi_flowering,ndvi_peak,ndvi_veg_slope,yield_t_ha,soil_moisture_pct
sunflower,122,23.4,19.8,881.6,34.7,45.1,8.48,32.4,186.9,10.2,336.4,5.0,31.844392077259545,5.0,1,0.9,0.9,0.0049,0.980206622,25.42
mustard,134,29.23,16.32,369.0,118.5,51.4,7.17,24.2,199.2,16.4,227.0,5.0,12.459893414651427,5.0,3,0.47,0.47,0.0014,0.430022364,19.42
mustard,102,15.08,14.39,256.6,110.9,41.8,7.43,40.4,86.3,20.8,163.3,10.176269210652052,16.345079973740006,5.0,0,0.9,0.9,0.0032,0.430022364,19.42
sunflower,95,24.76,26.51,722.5,217.3,65.1,6.9,16.8,156.1,26.0,347.4,15.953553444781145,40.8246855095532,5.0,1,0.494,0.844,0.0159,1.305832327,28.97
mustard,139,29.35,33.42,537.3,55.1,82.6,6.52,19.2,112.4,39.7,104.5,5.0,7.784194266424061,5.441051330180496,1,0.676,0.676,0.0072,0.430022364,19.42
soybean,104,21.65,21.73,522.5,100.2,69.3,5.52,57.6,156.5,26.0,255.1,7.765413164945485,30.03192460196993,5.0,2,0.73,0.73,0.003,1.044932593,26.13
soybean,100,23.35,11.6,836.3,248.0,48.6,4.79,7.5,140.5,7.4,381.5,5.0,14.84330571927342,5.0,3,0.462,0.671,0.0105,0.418810658,19.3
mustard,137,26.01,25.7,254.0,191.9,46.8,8.01,32.1,101.3,12.0,131.6,24.4621219174749,20.874318436385924,5.0,2,0.586,0.612,0.0028,0.880112437,24.33
sunflower,117,28.62,15.89,926.5,167.8,51.4,6.36,7.2,182.3,24.5,273.2,5.0,21.431915188521195,5.0,4,0.783,0.783,0.0042,0.456142348,19.7
mustard,116,25.73,28.47,431.9,13.9,38.0,7.9,19.0,95.7,37.9,377.7,5.0,12.5731807290868,5.0,4,0.9,0.9,0.0036,0.430022364,19.42
soybean,112,28.52,17.19,318.9,150.6,56.6,5.57,50.6,105.5,19.3,395.7,32.30277491272507,37.45042397407952,5.0,3,0.469,0.886,0.0105,1.355899507,29.52
mustard,139,17.33,32.23,552.8,113.6,89.3,7.97,30.5,183.7,20.9,276.9,16.970019721517968,31.077869639146336,5.0,3,0.838,0.852,0.002,1.397572682,29.97
sunflower,113,25.49,34.43,700.9,68.8,85.9,5.05,42.0,100.6,6.6,310.9,39.34973895619976,32.01591275647697,5.0,3,0.842,0.842,0.003,1.185304203,27.66
soybean,97,31.89,17.9,798.7,229.8,63.4,7.84,32.9,121.1,12.6,125.1,5.0,18.680452529776446,5.0,2,0.607,0.643,0.0037,0.592617082,21.19
mustard,104,27.17,27.03,297.5,147.4,36.0,5.79,34.6,184.5,27.5,171.1,5.0,18.82335532561556,5.0,4,0.739,0.775,0.0118,0.66223444,21.95
soybean,99,12.96,17.18,664.3,98.0,69.8,7.03,17.1,177.1,24.0,189.1,5.0,17.76981256109971,5.0,2,0.404,0.428,0.0036,0.418810658,19.3
mustard,123,28.3,31.78,616.7,208.0,38.7,8.27,40.0,91.3,39.7,106.0,61.271298913243854,41.84526616476482,48.38971507855591,2,0.866,0.889,0.0049,1.72295627,33.52
mustard,113,13.81,10.63,605.6,198.8,40.8,6.43,34.6,178.0,17.7,236.0,5.0,14.134790635167919,5.0,3,0.882,0.882,0.0037,0.430022364,19.42
mustard,138,29.78,23.92,630.2,223.9,74.7,7.31,35.6,178.0,14.2,397.8,5.0,13.536139402553248,5.0,1,0.846,0.869,0.0019,0.430022364,19.42
groundnut,123,20.72,29.69,918.3,153.1,37.7,8.4,30.6,182.1,19.2,285.3,5.0,11.542978725940777,5.0,5,0.453,0.453,0.0035,0.3133822,18.15
mustard,110,16.01,10.35,350.7,171.0,69.1,5.51,16.4,147.7,18.6,350.7,21.049156768976587,35.72948768268941,5.0,4,0.881,0.881,0.0044,1.370337932,29.68
groundnut,145,12.84,14.17,347.2,157.0,58.4,6.15,9.7,95.7,21.2,147.7,50.88325372825397,36.05797394960162,23.57898175685936,0,0.899,0.899,0.0063,1.461256428,30.67
groundnut,135,27.07,24.98,452.4,31.9,36.4,8.09,12.1,167.0,31.5,172.8,5.115271413667375,31.97108570372832,5.0,1,0.871,0.871,0.0047,1.324711327,29.18
sunflower,97,12.94,16.6,927.8,89.5,41.3,6.23,26.9,147.7,24.5,206.1,9.528781906043044,32.73986863088773,5.0,5,0.817,0.817,0.0033,1.053455758,26.22
mustard,133,28.69,30.05,613.5,187.7,53.6,4.81,15.9,161.5,8.8,335.0,5.0,15.581688384582801,5.0,4,0.33,0.801,0.0168,0.430022364,19.42
sunflower,107,20.86,18.13,872.2,177.0,80.7,6.13,19.4,177.7,11.9,229.6,8.498647955980104,30.258769674524668,5.0,3,0.775,0.775,0.0033,1.1839724,27.64
sesame,147,30.55,29.39,264.5,33.8,46.9,6.77,33.8,175.7,6.2,330.1,5.0,24.194786239960777,5.0,2,0.54,0.851,0.0165,0.638285243,21.69
sesame,110,13.72,28.77,434.9,34.5,48.5,5.04,54.1,197.1,25.8,338.4,5.0,8.487053981628607,5.0,3,0.463,0.762,0.0127,0.3,18.0
soybean,124,26.35,21.79,481.1,105.3,85.7,5.44,20.7,103.0,12.9,359.2,63.42968832000345,45.15134359023617,5.0,2,0.776,0.776,0.0025,1.754816659,33.87
safflower,130,13.22,22.34,473.8,241.0,43.3,8.22,12.6,210.4,10.1,359.5,5.0,12.360171100857238,5.0,5,0.777,0.777,0.0032,0.426303943,19.38
mustard,132,14.58,19.16,642.5,207.4,40.7,7.15,53.5,178.6,14.9,308.6,5.0,18.3109319836246,5.0,4,0.395,0.767,0.0136,0.497392534,20.15
sesame,117,21.61,28.94,279.0,95.5,42.1,6.35,32.0,128.1,21.8,363.7,5.0,19.531581236273944,5.0,1,0.805,0.805,0.0091,0.678880684,22.13
soybean,97,16.13,29.7,269.9,74.2,73.9,5.37,22.9,118.9,6.2,173.4,5.0,17.638427146083934,5.0,2,0.792,0.792,0.0064,0.563300336,20.87
mustard,113,17.91,31.19,680.3,0.6,63.5,6.89,58.0,192.2,15.8,80.5,5.0,14.097669001684745,5.0,5,0.815,0.815,0.0044,0.430022364,19.42
mustard,110,20.54,20.5,293.3,146.1,60.0,5.9,53.1,144.0,18.0,109.8,74.30625684395704,58.79136914963094,68.22657377959587,2,0.849,0.849,0.0024,2.436793394,41.31
sunflower,111,16.27,24.7,604.3,59.9,61.8,7.59,38.1,144.8,10.6,210.9,29.878263773849405,49.51854672282272,5.0,5,0.9,0.9,0.0027,1.562204303,31.77
sunflower,102,22.76,29.49,827.1,109.4,65.9,8.13,30.1,114.6,30.2,241.7,18.680365704123687,24.681113637825888,5.0,5,0.518,0.847,0.0199,1.026819708,25.93
soybean,101,19.21,33.45,629.5,81.5,43.4,7.27,7.2,96.8,24.1,313.1,40.175425212715666,43.606190188993835,5.0,4,0.694,0.855,0.0069,1.417674079,30.19
sunflower,123,24.19,31.37,704.8,174.9,37.8,5.75,16.3,139.3,13.2,295.5,9.829146935503966,30.22822230818241,5.0,3,0.811,0.864,0.0072,0.985533832,25.48
soybean,116,23.66,23.25,616.5,32.7,85.2,6.66,56.6,189.6,15.4,126.8,5.0,23.5148169318613,14.839220281129236,3,0.804,0.804,0.0047,0.960123435,25.2
safflower,122,12.78,17.42,867.5,156.8,63.6,5.12,32.8,130.3,12.2,383.1,5.0,19.977475781076365,5.0,3,0.633,0.633,0.0033,0.52665322,20.47
mustard,102,18.56,10.99,413.3,193.9,54.9,6.69,19.2,149.1,36.4,97.7,5.0,20.915709614163713,13.264021313773668,2,0.675,0.675,0.0033,0.77690707,23.2
castor,112,21.05,26.85,652.8,145.3,86.7,6.9,30.4,167.1,11.0,274.5,5.0,35.90575098463081,5.0,3,0.888,0.888,0.009,1.077490855,26.48
soybean,109,23.04,10.24,829.9,66.2,44.7,4.56,28.0,157.5,38.0,341.0,5.0,21.334539911261274,5.0,3,0.729,0.729,0.0047,0.914054262,24.7
groundnut,128,21.87,30.07,539.4,176.2,52.4,7.22,13.9,114.0,26.5,183.5,6.662524989134208,23.722495910356024,5.0,4,0.457,0.457,0.0019,0.674219418,22.08
sunflower,116,18.07,12.5,629.6,79.1,40.5,4.99,26.5,143.3,19.4,363.2,29.31365123114095,43.55745476479655,5.0,3,0.412,0.777,0.0202,1.532904649,31.45
sunflower,106,15.2,33.4,287.2,244.3,47.7,5.55,28.3,180.4,31.6,200.1,5.0,6.564032979955926,5.0,1,0.767,0.769,0.0064,0.332950619,18.36
soybean,119,18.66,20.06,752.6,160.8,59.5,7.36,40.4,172.6,15.3,236.5,61.381013525040046,57.635335327355804,32.49176867154856,5,0.838,0.838,0.0045,2.5,42.0
sunflower,128,14.63,30.52,900.7,152.9,48.9,6.05,16.0,90.4,16.1,109.1,45.16855957131304,26.979183155313425,17.737111385933066,0,0.9,0.9,0.0058,1.221928771,28.06
niger seed,115,30.5,10.75,360.2,178.5,41.2,7.78,38.8,149.1,25.3,315.5,5.0,16.950078501201897,5.0,1,0.565,0.565,0.0038,0.382955974,18.9
sunflower,116,12.13,22.53,285.6,4.8,80.4,6.64,5.6,214.8,20.8,321.0,5.0,20.899655706805795,5.0,1,0.787,0.787,0.0041,0.9149483,24.71
soybean,110,26.01,17.24,644.5,149.2,45.7,6.55,38.7,162.2,33.1,92.6,5.0,29.91334970287302,21.08892529110512,5,0.67,0.838,0.0079,0.999910447,25.64
sesame,110,25.54,14.19,862.6,114.3,47.7,5.31,19.5,103.0,39.0,195.5,5.0,14.141334850874646,5.0,1,0.438,0.73,0.0063,0.3,18.0
sunflower,125,27.52,11.39,253.1,118.8,75.4,7.85,45.5,145.2,7.0,235.8,39.15305897518473,56.27601320799671,9.88864885547439,2,0.886,0.886,0.0041,1.783283514,34.18
mustard,102,18.04,20.84,331.1,101.1,52.1,6.19,11.9,214.2,30.2,332.4,31.040333513228866,53.76906392965565,5.0,1,0.418,0.857,0.009,2.152978634,38.21
mustard,100,19.05,22.53,791.6,63.1,86.7,4.84,51.0,146.1,12.9,362.3,5.0,20.469200501492733,5.0,2,0.679,0.679,0.003,0.457257113,19.72
mustard,132,26.86,24.97,383.3,54.8,44.0,4.67,56.8,104.8,37.9,182.4,94.82982788892096,55.79593106059827,58.091920413657554,3,0.877,0.877,0.0063,2.43249317,41.26
sesame,133,15.59,17.35,536.6,102.9,78.9,8.07,50.5,127.0,37.2,250.7,5.0,12.823446809354301,5.0,3,0.685,0.897,0.0124,0.729468849,22.69
mustard,103,21.85,13.16,287.6,110.1,61.0,4.93,8.8,86.0,7.9,235.2,13.02499149862422,13.36432785018124,5.0,2,0.757,0.757,0.0026,0.430022364,19.42
mustard,129,30.52,16.59,645.1,75.3,74.0,4.96,45.2,183.4,28.1,396.0,7.202681275852854,34.49260368604187,5.0,4,0.643,0.813,0.0046,1.464942852,30.71
castor,127,15.56,31.19,318.0,211.6,59.3,6.82,24.0,215.4,18.8,246.9,5.0,21.8462103863307,5.0,5,0.789,0.789,0.0085,0.607037102,21.35
mustard,114,31.1,29.33,854.7,167.7,73.2,7.12,8.3,185.7,21.9,205.9,5.0,32.20688962187388,5.0,4,0.9,0.9,0.0048,1.288633683,28.79
sesame,142,21.49,29.59,427.3,132.7,54.1,5.35,27.9,144.4,34.0,203.4,5.0,20.97205162920924,5.0,1,0.472,0.743,0.0152,0.905278336,24.6
safflower,141,26.24,20.39,511.8,247.3,39.8,4.63,18.0,110.8,37.8,219.7,9.596274779599362,26.136403375212254,5.0,1,0.852,0.852,0.0014,0.768502197,23.11
sunflower,119,17.15,26.3,319.8,36.7,83.2,7.27,29.2,207.3,30.5,273.4,5.0,22.614326198732517,5.0,2,0.365,0.608,0.0083,0.97954072,25.41
sunflower,123,23.08,21.5,572.1,43.1,39.8,5.27,25.7,102.9,31.9,185.2,30.36725386035606,24.05055837530952,6.230449633610848,5,0.658,0.896,0.0073,1.138025215,27.14
sunflower,105,30.21,28.68,803.9,216.7,76.1,6.76,33.6,136.5,34.2,174.0,5.0,14.26589959514987,5.0,1,0.635,0.635,0.0065,0.332950619,18.36
mustard,136,19.76,32.6,608.8,119.1,60.1,5.72,20.0,192.9,33.0,399.3,5.0,16.771357289440758,5.0,4,0.308,0.761,0.0094,0.430022364,19.42
sunflower,100,16.85,20.85,473.1,248.8,87.3,7.64,56.9,146.7,10.1,305.9,5.0,31.787498356953545,5.0,2,0.772,0.772,0.0065,0.900298473,24.55
niger seed,130,12.85,22.95,918.8,200.6,49.8,6.6,56.0,205.5,26.3,250.5,5.0,14.508587042064924,5.0,0,0.593,0.808,0.0083,0.549106185,20.72
soybean,102,22.96,19.54,421.9,149.9,71.4,8.31,43.8,162.8,22.6,368.0,12.339447867815005,29.708131980672302,5.0,4,0.9,0.9,0.0048,1.20198659,27.84
mustard,100,25.39,21.83,547.0,5.1,50.4,4.93,38.7,193.4,25.4,245.4,17.29975703430507,47.49687302253525,5.0,1,0.445,0.755,0.0194,1.668486771,32.93
mustard,107,26.21,18.79,532.8,46.6,44.4,5.48,10.4,145.9,19.1,118.4,12.79244453852208,32.419590588253136,23.663968406753057,4,0.3,0.738,0.0119,1.251365078,28.38
soybean,112,12.58,31.38,921.6,145.8,73.5,6.41,49.9,163.4,5.9,190.7,5.0,18.82487385302775,5.0,0,0.885,0.885,0.002,0.418810658,19.3
soybean,107,29.8,12.71,796.8,76.7,72.1,5.83,19.0,114.1,16.3,325.5,54.67684352777088,51.06494919228886,5.0,2,0.818,0.818,0.005,1.744346393,33.76
mustard,135,27.89,33.81,841.4,8.4,65.5,5.1,9.1,132.7,6.5,351.0,5.0,15.474617049379635,5.0,4,0.479,0.717,0.0073,0.430022364,19.42
castor,123,19.86,25.66,545.6,211.6,83.3,6.59,52.8,214.5,22.2,349.2,5.0,19.564078822548467,5.0,2,0.364,0.754,0.0103,0.751792103,22.93
groundnut,138,18.22,13.24,565.9,241.1,40.4,6.0,48.2,168.6,17.7,154.6,5.0,12.253354696323196,5.0,4,0.331,0.597,0.0067,0.3133822,18.15
mustard,136,14.59,33.56,619.5,55.7,46.3,7.4,33.2,117.4,33.2,358.9,5.0,14.10963258154699,5.0,5,0.623,0.774,0.0039,0.430022364,19.42
mustard,114,24.97,24.3,471.1,59.9,50.1,5.42,16.0,217.8,10.1,244.6,5.0,15.619889659186185,5.0,1,0.878,0.878,0.0026,0.550428625,20.73
soybean,98,28.93,23.05,913.2,217.1,58.1,6.72,36.4,163.1,7.6,313.1,5.0,13.034848947687289,5.0,0,0.732,0.763,0.0062,0.418810658,19.3
soybean,111,14.49,20.14,602.5,82.1,71.6,5.37,55.3,161.6,35.3,274.3,5.0,13.04242455481457,5.0,2,0.718,0.718,0.0055,0.540265749,20.62
mustard,109,25.81,25.44,605.8,8.3,76.0,7.96,30.6,202.7,34.9,106.5,5.0,28.37361664261441,24.96818877553408,5,0.755,0.755,0.0052,1.030620265,25.97
mustard,138,15.65,33.6,701.8,11.1,74.4,5.49,51.9,93.0,25.6,111.0,7.470684533249179,16.05360062656732,5.0,0,0.9,0.9,0.0094,0.430022364,19.42
sunflower,123,20.55,17.82,686.1,135.8,80.8,7.75,40.6,150.7,32.7,244.4,12.483546449488868,28.194711661937827,5.0,5,0.443,0.606,0.0095,1.185304203,27.66
safflower,137,21.14,31.81,586.4,30.0,66.0,7.95,6.1,130.2,15.3,112.7,5.0,15.66341086174053,5.0,5,0.688,0.826,0.007,0.3,18.0
sunflower,128,29.5,19.27,555.2,212.3,86.2,6.81,49.0,137.6,34.8,255.2,21.673470501148614,23.940593687893347,5.0,2,0.406,0.856,0.0145,1.159334055,27.37
groundnut,132,27.84,34.3,627.1,209.3,79.0,8.03,55.6,208.0,33.3,182.3,5.0,25.50980909345246,5.0,0,0.805,0.805,0.0041,0.996107706,25.59
mustard,100,15.22,17.9,894.7,142.7,83.9,5.56,19.3,181.6,18.3,150.5,5.0,22.644552428539622,5.0,2,0.745,0.745,0.0019,0.743938689,22.84
soybean,122,20.33,10.99,829.6,3.9,54.0,5.15,34.6,82.3,10.5,168.3,28.917470351219432,33.46879116280346,5.0,0,0.9,0.9,0.0044,0.927665609,24.85
mustard,100,15.88,30.89,356.1,73.1,79.0,5.27,11.9,102.0,12.7,297.6,5.0,18.405452243896548,5.0,4,0.648,0.648,0.0062,0.430022364,19.42
soybean,99,12.27,14.72,493.9,149.1,36.3,6.36,45.9,187.9,33.9,163.8,20.26648672935403,29.186649310468493,21.48244556857383,1,0.412,0.773,0.0159,1.534941063,31.47
safflower,125,14.66,21.8,694.3,96.7,39.9,6.04,46.0,106.8,11.6,176.2,5.0,14.767803319259777,5.0,0,0.638,0.638,0.0024,0.545784557,20.68
soybean,96,21.32,24.87,467.2,15.4,35.2,4.65,27.7,188.4,16.8,92.9,16.113639600509384,44.18990115638431,32.63725628893817,4,0.9,0.9,0.004,1.638596701,32.6
sunflower,117,25.5,16.07,376.4,15.7,75.6,8.17,26.6,216.6,16.8,342.2,5.0,17.123255352328634,5.0,2,0.739,0.739,0.0014,0.820390325,23.68
mustard,128,22.03,28.81,888.9,169.1,78.0,8.35,15.2,201.1,30.1,150.9,5.0,13.21873837420353,5.0,5,0.388,0.668,0.0066,0.430022364,19.42
groundnut,114,22.74,19.96,934.6,35.1,46.7,4.99,5.6,170.7,32.7,318.7,5.0,20.425927195301085,5.0,4,0.534,0.79,0.0072,0.866277938,24.18
groundnut,146,28.21,19.65,266.2,192.3,71.8,5.9,14.1,121.8,25.5,94.7,5.0,18.75688576709845,5.706445879639178,1,0.814,0.814,0.0038,0.637956621,21.69
mustard,107,26.9,30.83,577.3,61.4,55.0,4.83,18.5,183.9,6.0,83.2,5.0,15.68646476713622,5.0,1,0.749,0.749,0.0096,0.430022364,19.42
mustard,136,29.59,31.93,530.7,15.0,86.4,7.05,13.0,181.0,24.2,349.5,5.0,18.117509700652025,5.0,5,0.599,0.599,0.006,0.430022364,19.42
mustard,139,18.57,27.38,786.1,222.6,39.8,6.23,17.7,210.9,28.1,370.5,5.0,12.329048408178945,5.0,1,0.542,0.542,0.001,0.430022364,19.42
mustard,103,18.62,10.87,561.2,75.2,53.1,6.7,38.7,99.0,25.9,211.7,64.55069177632036,49.34045059729034,24.062525501676376,3,0.537,0.684,0.004,1.942267675,35.92
soybean,99,27.64,12.89,608.3,180.3,40.6,7.9,58.3,154.8,33.5,307.3,52.211987328801534,51.46779854643624,5.0,1,0.9,0.9,0.0029,2.111852745,37.77
sunflower,99,19.48,30.8,273.1,202.6,51.3,5.93,57.5,104.3,26.0,358.5,5.0,7.358399235092245,5.0,2,0.413,0.619,0.0062,0.332950619,18.36
mustard,126,18.36,19.69,817.2,100.8,82.5,8.12,30.4,86.3,31.4,113.3,14.559557242781597,14.288113186589257,5.0,0,0.705,0.741,0.0038,0.430022364,19.42
mustard,114,23.88,34.56,552.4,177.3,78.7,5.32,53.5,191.7,23.0,349.7,5.0,12.635764374779408,5.0,1,0.439,0.602,0.0087,0.430022364,19.42
mustard,101,17.41,11.29,679.8,169.4,44.3,5.43,24.0,122.1,27.0,354.1,5.0,15.595286069665777,5.0,4,0.468,0.846,0.0104,0.430022364,19.42
groundnut,141,20.11,18.49,899.8,201.2,70.6,5.09,28.3,141.0,20.3,144.2,5.0,17.151720326213198,5.0,4,0.498,0.498,0.0046,0.702871505,22.39
mustard,115,19.05,26.7,460.7,11.8,37.4,6.14,24.8,152.7,19.0,206.9,31.8470367897799,39.229439720639434,6.591279458749762,1,0.351,0.812,0.0236,1.556680956,31.71
sunflower,114,31.76,23.47,666.0,18.9,55.7,6.43,47.8,172.7,7.5,283.1,7.460233137337891,38.23611613513472,5.0,2,0.529,0.833,0.0089,1.282525784,28.72
sunflower,107,31.09,17.54,267.8,158.7,51.1,5.74,42.2,135.4,18.4,207.6,5.0,14.909238394070437,5.0,0,0.398,0.475,0.0026,0.332950619,18.36
niger seed,129,27.45,32.18,628.1,221.9,59.1,6.39,18.0,112.4,20.8,170.6,5.0,10.479872726897609,5.0,2,0.775,0.775,0.0047,0.373693245,18.8
sunflower,116,14.68,33.31,794.3,167.0,87.6,5.66,17.1,210.5,39.0,156.6,5.0,10.633253729730521,5.0,0,0.82,0.82,0.0022,0.332950619,18.36
mustard,109,14.83,29.95,512.8,191.9,83.2,5.45,13.0,205.2,18.6,387.7,17.474444895129054,46.79188367946116,5.0,5,0.83,0.893,0.0034,1.768825322,34.02
sunflower,114,29.37,19.84,885.8,109.5,44.9,8.03,41.3,141.4,6.9,212.7,28.95141224338454,31.281556303275373,5.0,1,0.9,0.9,0.0049,1.28052808,28.7
soybean,102,18.1,14.33,795.4,68.1,62.1,7.52,12.1,195.1,29.2,204.7,5.0,11.669054300547419,5.0,1,0.412,0.893,0.0105,0.639733281,21.71
sunflower,97,28.22,23.72,646.3,186.9,84.7,8.39,5.7,134.3,9.8,256.3,5.0,21.48628835720939,5.0,2,0.71,0.781,0.0051,0.504753138,20.23
mustard,129,25.12,21.22,673.7,180.5,80.1,6.59,48.5,83.4,28.2,248.2,85.3737428478504,47.78133676734855,18.15004763105337,2,0.548,0.85,0.0128,2.183080199,38.54
sunflower,111,28.76,19.7,948.5,14.6,65.9,5.76,15.4,87.8,18.5,95.5,25.93758680931799,26.181934398133727,14.40863408953173,1,0.638,0.638,0.0047,0.886314547,24.4
castor,117,28.48,23.16,896.8,6.7,36.7,5.37,45.5,110.3,13.2,288.5,7.459224139132901,24.436225356954203,5.0,4,0.457,0.578,0.0056,0.805102412,23.51
soybean,108,16.34,26.07,282.4,174.4,80.7,7.31,34.4,185.6,17.5,229.1,5.0,13.674534247346093,5.0,1,0.369,0.455,0.0029,0.418810658,19.3
sunflower,100,14.01,32.72,896.8,188.8,56.0,6.95,12.0,217.0,17.9,190.1,5.0,26.049943706122704,5.0,3,0.814,0.814,0.0046,0.615292744,21.44
sunflower,116,12.64,18.12,280.5,74.5,61.4,4.52,44.8,163.1,39.7,260.2,5.0,18.821430088990372,5.0,2,0.9,0.9,0.0066,0.944913856,25.04
safflower,141,26.62,11.92,269.6,167.6,69.1,5.42,7.4,218.4,31.7,117.4,5.0,15.129790669256264,5.0,3,0.9,0.9,0.0031,0.666709046,22.0
groundnut,143,20.8,12.74,740.5,86.5,55.0,5.57,16.4,219.4,24.7,165.5,5.0,33.7050110049575,12.555357372541962,2,0.808,0.808,0.002,1.18637547,27.67
soybean,95,17.27,12.29,555.7,101.0,40.4,4.72,13.2,111.8,11.4,274.4,5.0,18.162388313861424,5.0,2,0.379,0.771,0.0101,0.418810658,19.3
groundnut,133,14.99,25.42,604.0,95.0,78.3,6.29,57.6,131.5,10.9,375.1,5.0,27.059275714964183,5.0,3,0.494,0.599,0.0084,0.850608828,24.01
groundnut,118,22.74,28.39,322.5,153.5,40.5,6.18,32.4,110.7,26.1,379.9,6.0311952782367,20.377003826595846,5.0,0,0.626,0.626,0.0034,0.659445686,21.92
mustard,107,31.17,17.2,801.2,232.1,75.5,7.28,23.2,123.9,26.2,169.9,5.0,11.979055524420607,5.0,1,0.486,0.783,0.0071,0.430022364,19.42
sunflower,98,27.16,27.9,276.9,193.4,74.2,6.28,15.0,186.4,38.1,125.7,5.0,11.042811183935953,5.0,2,0.9,0.9,0.0033,0.581997682,21.08
soybean,98,24.25,26.87,376.4,244.8,57.1,6.76,16.5,175.3,27.2,165.7,33.4160758614582,52.16634030804725,28.150830462684908,4,0.825,0.856,0.0045,1.886742016,35.31
soybean,114,29.9,16.23,352.0,48.9,75.9,6.19,13.5,140.0,37.3,286.8,78.25765946380182,53.10645339668374,12.703778442197795,2,0.9,0.9,0.0033,2.5,42.0
mustard,103,28.7,16.94,729.2,222.7,41.0,7.48,43.7,197.5,36.9,145.0,5.0,5.0,5.0,5,0.771,0.771,0.0041,0.45295689,19.67
soybean,113,30.13,29.46,319.0,72.9,68.8,7.01,6.4,111.8,31.5,268.7,45.48638462398934,36.7674936154193,5.0,1,0.638,0.784,0.0076,1.632314541,32.53
mustard,110,22.53,28.15,481.7,220.6,61.1,4.9,16.4,138.3,8.8,168.9,5.0,20.849293908781732,5.0,5,0.487,0.776,0.0102,0.430022364,19.42
safflower,116,17.29,30.96,393.0,99.4,84.9,5.13,16.6,114.7,34.5,333.8,5.0,8.01087210572817,5.0,2,0.797,0.797,0.0042,0.580798514,21.06
sunflower,114,30.01,19.7,320.4,196.6,39.2,7.6,13.3,108.9,11.7,298.1,5.0,11.689475923132271,5.0,4,0.359,0.806,0.0108,0.332950619,18.36
mustard,106,22.9,17.36,715.0,233.3,35.1,7.06,16.6,121.8,21.8,334.2,5.0,18.64456318721201,5.0,4,0.81,0.835,0.0048,0.430022364,19.42
soybean,103,28.98,16.45,457.5,74.7,79.2,5.71,9.2,93.1,16.8,361.6,5.0,10.937844302610856,5.0,2,0.45,0.547,0.0056,0.418810658,19.3
mustard,125,15.36,20.47,730.5,162.6,43.9,7.6,24.5,155.3,39.7,322.6,5.0,12.224900062030372,5.0,5,0.355,0.687,0.0128,0.430022364,19.42
mustard,110,31.73,16.17,727.9,31.3,42.3,7.64,49.7,153.1,18.2,244.4,5.0,15.834504030610493,5.0,2,0.424,0.679,0.0179,0.430022364,19.42
mustard,120,28.28,20.8,456.0,89.9,74.6,7.57,27.3,199.3,38.5,316.2,5.0,11.995418200837873,5.0,1,0.564,0.723,0.0084,0.430022364,19.42
soybean,96,26.32,19.03,803.9,235.5,42.2,7.5,15.9,101.5,22.5,202.4,32.13437519091563,36.562155391154434,5.0,5,0.393,0.767,0.0095,1.302501148,28.94
soybean,102,14.52,20.39,403.9,212.1,47.9,6.64,34.3,214.8,16.4,348.7,5.0,13.06138217474158,5.0,5,0.655,0.655,0.0023,0.51199603,20.31
mustard,128,27.36,18.2,394.9,164.7,66.0,7.56,52.6,126.7,13.4,101.8,5.0,23.208241683168218,7.3143594924022235,5,0.9,0.9,0.0054,0.560462481,20.84
groundnut,124,24.29,26.78,408.8,134.3,66.0,5.8,15.6,103.7,8.1,252.6,13.35336109352481,23.065226731151142,5.0,1,0.532,0.662,0.005,0.880156292,24.33
mustard,107,22.57,33.48,266.0,13.4,53.0,6.79,26.7,148.1,28.3,343.7,5.0,11.91933540795155,5.0,2,0.573,0.747,0.0067,0.430022364,19.42
mustard,138,15.15,14.42,930.4,198.4,55.4,5.94,5.7,152.5,22.9,144.1,5.0,13.50222781262758,5.0,2,0.6,0.625,0.008,0.430022364,19.42
soybean,106,16.51,29.38,511.4,175.1,39.8,5.73,9.2,173.0,31.4,85.1,42.33597025172109,47.817385022830784,58.460556225031006,3,0.894,0.894,0.0093,1.929670109,35.78
mustard,129,12.52,26.54,454.4,24.6,42.1,5.25,43.7,193.0,15.0,257.3,5.0,10.32016540893985,5.0,2,0.622,0.771,0.007,0.430022364,19.42
mustard,113,13.31,14.66,586.3,63.5,41.9,5.66,35.9,161.4,16.1,319.1,5.0,22.55220900227932,5.0,2,0.477,0.691,0.0126,0.430022364,19.42
sunflower,100,28.86,17.78,859.7,196.9,38.9,7.0,44.1,179.6,32.0,93.1,5.0,30.129184737221276,35.85411800874866,1,0.752,0.752,0.0033,1.255889734,28.43
mustard,128,13.24,15.06,354.5,164.0,67.7,5.7,9.9,200.5,20.6,327.9,5.0,18.424325459983343,5.0,2,0.565,0.591,0.0065,0.430022364,19.42
groundnut,117,31.19,12.42,312.3,184.1,64.4,7.06,18.1,128.4,38.6,153.9,10.203335577947147,18.547911764621375,5.0,0,0.836,0.836,0.0037,0.957606464,25.17
